run,tag,step,value
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,8,0.9742347002029419
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,9,0.9762755036354065
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,10,0.8538265228271484
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,11,0.8530611991882324
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,12,0.8533163070678711
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,13,0.847449004650116
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,14,0.8553571701049805
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,15,0.9571428298950195
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,16,0.8668367266654968
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,17,0.8609693646430969
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,18,0.8612244725227356
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,19,0.9507653117179871
class_intro_fed_avg_freq_0.05_15_2022-07-30,Accuracy,20,0.8596938848495483
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,1,0.5789759159088135
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,2,0.45563647150993347
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,3,0.5780184268951416
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,4,0.6248225569725037
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,5,0.4833403527736664
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,6,0.4407060444355011
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,7,0.4757768511772156
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,8,0.4570884704589844
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,9,0.4561712443828583
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,10,11.125377655029297
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,11,9.914424896240234
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,12,11.69083023071289
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,13,10.854047775268555
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,14,13.185314178466797
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,15,0.8566949367523193
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,16,4.1619391441345215
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,17,10.6887788772583
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,18,6.785454273223877
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,19,0.703599750995636
class_intro_fed_avg_freq_0.05_15_2022-07-30,Loss,20,7.302622318267822
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,1,0.8344388008117676
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,2,0.9334183931350708
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,3,0.9415816068649292
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,4,0.9602040648460388
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,5,0.9586734771728516
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,6,0.9721938967704773
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,7,0.967602014541626
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,8,0.9790816307067871
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,9,0.984183669090271
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,10,0.8627551198005676
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,11,0.8556122183799744
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,12,0.8548469543457031
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,13,0.8515306115150452
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,14,0.8528061509132385
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,15,0.8538265228271484
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,16,0.8579081892967224
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,17,0.859948992729187
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,18,0.8579081892967224
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,19,0.8589285612106323
class_intro_fed_avg_freq_0.05_16_2022-07-30,Accuracy,20,0.9494897723197937
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,1,0.6725772619247437
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,2,0.559951663017273
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,3,0.7062302827835083
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,4,0.6768258810043335
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,5,0.6344863772392273
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,6,0.47383588552474976
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,7,0.5847409963607788
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,8,0.35870346426963806
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,9,0.3543946146965027
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,10,3.6026484966278076
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,11,7.72084379196167
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,12,8.84714126586914
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,13,9.651851654052734
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,14,9.898943901062012
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,15,9.655481338500977
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,16,9.852042198181152
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,17,9.84555435180664
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,18,10.666698455810547
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,19,10.938712120056152
class_intro_fed_avg_freq_0.05_16_2022-07-30,Loss,20,0.8281728029251099
class_intro_fed_avg_freq_0.05_17_2022-07-30,Accuracy,1,0.8038265109062195
class_intro_fed_avg_freq_0.05_17_2022-07-30,Accuracy,2,0.9186224341392517
class_intro_fed_avg_freq_0.05_17_2022-07-30,Accuracy,3,0.9474489688873291
class_intro_fed_avg_freq_0.05_17_2022-07-30,Accuracy,4,0.9515306353569031
class_intro_fed_avg_freq_0.05_17_2022-07-30,Accuracy,5,0.9624999761581421
class_intro_fed_avg_freq_0.05_17_2022-07-30,Accuracy,6,0.9739795923233032
